TimeStamp, Cell, Direction, BSSID, SSID, Strength 
1521219500830,Cell No.,D4,38:90:a5:37:40:8d,tudelft-dastud, -59
1521219500830,Cell No.,D4,38:90:a5:37:42:d0,eduroam, -68
1521219500830,Cell No.,D4,50:0f:80:ee:6d:51,TUvisitor, -81
1521219500830,Cell No.,D4,50:0f:80:c4:5f:6d,tudelft-dastud, -75
1521219500830,Cell No.,D4,50:0f:80:c4:5f:6e,TUvisitor, -76
1521219500830,Cell No.,D4,38:90:a5:9d:0f:30,eduroam, -75
1521219500830,Cell No.,D4,38:90:a5:20:e9:0d,tudelft-dastud, -79
1521219500830,Cell No.,D4,38:90:a5:37:42:d1,TUvisitor, -68
1521219500830,Cell No.,D4,38:90:a5:37:40:8f,eduroam, -58
1521219500830,Cell No.,D4,38:90:a5:8c:7c:d2,tudelft-dastud, -78
1521219500830,Cell No.,D4,38:90:a5:37:40:80,eduroam, -50
1521219500830,Cell No.,D4,38:90:a5:20:e9:0f,eduroam, -78
1521219500830,Cell No.,D4,38:90:a5:8c:7c:dd,tudelft-dastud, -83
1521219500830,Cell No.,D4,38:90:a5:37:40:8e,TUvisitor, -60
1521219500830,Cell No.,D4,50:0f:80:e3:79:62,tudelft-dastud, -62
1521219500830,Cell No.,D4,50:0f:80:e3:79:6d,tudelft-dastud, -66
1521219500830,Cell No.,D4,50:0f:80:fd:7f:bf,eduroam, -86
1521219500830,Cell No.,D4,50:0f:80:e3:79:6f,eduroam, -64
1521219500830,Cell No.,D4,50:0f:80:e3:73:f1,TUvisitor, -77
1521219500830,Cell No.,D4,50:0f:80:fd:7f:bd,tudelft-dastud, -86
1521219500830,Cell No.,D4,38:90:a5:20:e9:02,tudelft-dastud, -69
1521219500830,Cell No.,D4,38:90:a5:37:42:df,eduroam, -66
1521219500830,Cell No.,D4,5c:96:9d:65:76:8d,SLDE-™-2, -87
1521219500830,Cell No.,D4,38:90:a5:20:e9:00,eduroam, -69
1521219500830,Cell No.,D4,50:0f:80:e3:79:6e,TUvisitor, -67
1521219500830,Cell No.,D4,38:90:a5:20:e9:0e,TUvisitor, -79
1521219500830,Cell No.,D4,38:90:a5:9d:0f:32,tudelft-dastud, -75
1521219500830,Cell No.,D4,50:0f:80:fd:7f:be,TUvisitor, -86
1521219500830,Cell No.,D4,38:90:a5:20:e9:01,TUvisitor, -69
1521219500830,Cell No.,D4,50:0f:80:e3:79:61,TUvisitor, -61
1521219500830,Cell No.,D4,38:90:a5:37:42:d2,tudelft-dastud, -68
1521219500830,Cell No.,D4,38:90:a5:37:40:82,tudelft-dastud, -51
